task,caseid,user,Activity_1,Resource_1,creator,variant,variant_index,end_timestamp,start_timestamp
Validacion final,112303,1707,Validacion final,1707,Fluxicon Disco,Variant 3,3,2016-05-10T01:21:38.000,2016-05-10T01:04:48.000
Visto Bueno Cierre Proceso,112303,15930,Visto Bueno Cierre Proceso,15930,Fluxicon Disco,Variant 3,3,2016-05-12T16:06:03.000,2016-05-12T15:50:19.000
End,112303,End,End,End,Fluxicon Disco,Variant 3,3,2016-05-12T16:06:03.000,2016-05-12T16:06:03.000
Start,112305,Start,Start,Start,Fluxicon Disco,Variant 1,1,2016-04-21T18:34:19.000,2016-04-21T18:34:19.000
Traer informacion estudiante - banner,112305,1378,Traer informacion estudiante - banner,1378,Fluxicon Disco,Variant 1,1,2016-04-21T18:34:19.000,2016-04-21T18:34:19.000
Radicar Solicitud Homologacion,112305,1378,Radicar Solicitud Homologacion,1378,Fluxicon Disco,Variant 1,1,2016-04-21T18:34:45.000,2016-04-21T18:34:22.000
Cancelar Solicitud,112305,1378,Cancelar Solicitud,1378,Fluxicon Disco,Variant 1,1,2016-04-21T18:57:58.000,2016-04-21T18:57:56.000
Notificacion estudiante cancelacion soli,112305,1378,Notificacion estudiante cancelacion soli,1378,Fluxicon Disco,Variant 1,1,2016-04-21T19:16:34.000,2016-04-21T19:16:34.000
End,112305,End,End,End,Fluxicon Disco,Variant 1,1,2016-04-21T19:16:34.000,2016-04-21T19:16:34.000
Start,112307,Start,Start,Start,Fluxicon Disco,Variant 3,3,2016-04-21T18:58:35.000,2016-04-21T18:58:35.000
Traer informacion estudiante - banner,112307,1378,Traer informacion estudiante - banner,1378,Fluxicon Disco,Variant 3,3,2016-04-21T18:58:35.000,2016-04-21T18:58:35.000
Radicar Solicitud Homologacion,112307,1378,Radicar Solicitud Homologacion,1378,Fluxicon Disco,Variant 3,3,2016-04-21T18:58:36.000,2016-04-21T18:58:35.000
Validar solicitud,112307,677,Validar solicitud,677,Fluxicon Disco,Variant 3,3,2016-04-21T19:42:12.000,2016-04-21T19:29:18.000
Homologacion por grupo de cursos,112307,3445,Homologacion por grupo de cursos,3445,Fluxicon Disco,Variant 3,3,2016-04-25T17:49:29.000,2016-04-25T15:54:49.000
Revisar curso,112307,677,Revisar curso,677,Fluxicon Disco,Variant 3,3,2016-04-25T15:54:50.000,2016-04-25T15:54:50.000
Evaluacion curso,112307,7304,Evaluacion curso,7304,Fluxicon Disco,Variant 3,3,2016-04-25T17:34:20.000,2016-04-25T15:55:27.000
Validacion final,112307,677,Validacion final,677,Fluxicon Disco,Variant 3,3,2016-05-12T18:58:13.000,2016-05-12T18:49:08.000
Visto Bueno Cierre Proceso,112307,3445,Visto Bueno Cierre Proceso,3445,Fluxicon Disco,Variant 3,3,2016-05-13T22:01:19.000,2016-05-13T21:54:39.000
End,112307,End,End,End,Fluxicon Disco,Variant 3,3,2016-05-13T22:01:19.000,2016-05-13T22:01:19.000
Start,112308,Start,Start,Start,Fluxicon Disco,Variant 1,1,2016-04-21T19:16:50.000,2016-04-21T19:16:50.000
Traer informacion estudiante - banner,112308,1378,Traer informacion estudiante - banner,1378,Fluxicon Disco,Variant 1,1,2016-04-21T19:16:50.000,2016-04-21T19:16:50.000
Radicar Solicitud Homologacion,112308,1378,Radicar Solicitud Homologacion,1378,Fluxicon Disco,Variant 1,1,2016-04-21T19:16:51.000,2016-04-21T19:16:51.000
Cancelar Solicitud,112308,1378,Cancelar Solicitud,1378,Fluxicon Disco,Variant 1,1,2016-04-21T19:19:40.000,2016-04-21T19:19:40.000
Notificacion estudiante cancelacion soli,112308,1378,Notificacion estudiante cancelacion soli,1378,Fluxicon Disco,Variant 1,1,2016-04-21T19:26:30.000,2016-04-21T19:26:30.000
End,112308,End,End,End,Fluxicon Disco,Variant 1,1,2016-04-21T19:26:30.000,2016-04-21T19:26:30.000
Start,112309,Start,Start,Start,Fluxicon Disco,Variant 3,3,2016-04-21T19:19:53.000,2016-04-21T19:19:53.000
Traer informacion estudiante - banner,112309,1378,Traer informacion estudiante - banner,1378,Fluxicon Disco,Variant 3,3,2016-04-21T19:19:53.000,2016-04-21T19:19:53.000
Radicar Solicitud Homologacion,112309,1378,Radicar Solicitud Homologacion,1378,Fluxicon Disco,Variant 3,3,2016-04-21T19:19:54.000,2016-04-21T19:19:54.000
Validar solicitud,112309,677,Validar solicitud,677,Fluxicon Disco,Variant 3,3,2016-04-21T19:48:47.000,2016-04-21T19:25:08.000
Homologacion por grupo de cursos,112309,3445,Homologacion por grupo de cursos,3445,Fluxicon Disco,Variant 3,3,2016-04-26T21:34:43.000,2016-04-26T18:39:17.000
Revisar curso,112309,677,Revisar curso,677,Fluxicon Disco,Variant 3,3,2016-04-26T18:39:17.000,2016-04-26T18:39:17.000
Evaluacion curso,112309,22491,Evaluacion curso,22491,Fluxicon Disco,Variant 3,3,2016-04-26T21:20:01.000,2016-04-26T18:39:41.000
Validacion final,112309,677,Validacion final,677,Fluxicon Disco,Variant 3,3,2016-05-25T20:57:34.000,2016-05-25T20:51:00.000
Visto Bueno Cierre Proceso,112309,3445,Visto Bueno Cierre Proceso,3445,Fluxicon Disco,Variant 3,3,2016-05-26T17:42:49.000,2016-05-26T17:34:18.000
End,112309,End,End,End,Fluxicon Disco,Variant 3,3,2016-05-26T17:42:49.000,2016-05-26T17:42:49.000
Start,112310,Start,Start,Start,Fluxicon Disco,Variant 3,3,2016-04-21T19:26:36.000,2016-04-21T19:26:36.000
Traer informacion estudiante - banner,112310,1378,Traer informacion estudiante - banner,1378,Fluxicon Disco,Variant 3,3,2016-04-21T19:26:36.000,2016-04-21T19:26:36.000
Radicar Solicitud Homologacion,112310,1378,Radicar Solicitud Homologacion,1378,Fluxicon Disco,Variant 3,3,2016-04-21T19:26:37.000,2016-04-21T19:26:37.000
Validar solicitud,112310,677,Validar solicitud,677,Fluxicon Disco,Variant 3,3,2016-04-21T19:52:02.000,2016-04-21T19:28:22.000
Homologacion por grupo de cursos,112310,3445,Homologacion por grupo de cursos,3445,Fluxicon Disco,Variant 3,3,2016-04-26T19:25:19.000,2016-04-26T18:40:22.000
Revisar curso,112310,677,Revisar curso,677,Fluxicon Disco,Variant 3,3,2016-04-26T18:40:22.000,2016-04-26T18:40:22.000
Evaluacion curso,112310,6995,Evaluacion curso,6995,Fluxicon Disco,Variant 3,3,2016-04-26T18:41:24.000,2016-04-26T18:40:44.000
Validacion final,112310,677,Validacion final,677,Fluxicon Disco,Variant 3,3,2016-04-26T21:49:04.000,2016-04-26T21:21:26.000
Visto Bueno Cierre Proceso,112310,3445,Visto Bueno Cierre Proceso,3445,Fluxicon Disco,Variant 3,3,2016-05-02T14:36:35.000,2016-05-02T14:19:57.000
End,112310,End,End,End,Fluxicon Disco,Variant 3,3,2016-05-02T14:36:35.000,2016-05-02T14:36:35.000
Start,112311,Start,Start,Start,Fluxicon Disco,Variant 3,3,2016-04-21T19:29:24.000,2016-04-21T19:29:24.000
Traer informacion estudiante - banner,112311,1378,Traer informacion estudiante - banner,1378,Fluxicon Disco,Variant 3,3,2016-04-21T19:29:24.000,2016-04-21T19:29:24.000
Radicar Solicitud Homologacion,112311,1378,Radicar Solicitud Homologacion,1378,Fluxicon Disco,Variant 3,3,2016-04-21T19:29:25.000,2016-04-21T19:29:25.000
Validar solicitud,112311,19019,Validar solicitud,19019,Fluxicon Disco,Variant 3,3,2016-04-21T19:38:01.000,2016-04-21T19:38:01.000
Homologacion por grupo de cursos,112311,1007,Homologacion por grupo de cursos,1007,Fluxicon Disco,Variant 3,3,2016-04-21T21:42:01.000,2016-04-21T19:43:33.000
Revisar curso,112311,19019,Revisar curso,19019,Fluxicon Disco,Variant 3,3,2016-04-21T19:43:33.000,2016-04-21T19:43:33.000
Evaluacion curso,112311,4067,Evaluacion curso,4067,Fluxicon Disco,Variant 3,3,2016-04-21T20:36:29.000,2016-04-21T19:44:29.000
Validacion final,112311,19019,Validacion final,19019,Fluxicon Disco,Variant 3,3,2016-04-30T03:44:28.000,2016-04-30T03:33:00.000
Visto Bueno Cierre Proceso,112311,1007,Visto Bueno Cierre Proceso,1007,Fluxicon Disco,Variant 3,3,2016-05-03T19:23:21.000,2016-05-03T18:28:21.000
End,112311,End,End,End,Fluxicon Disco,Variant 3,3,2016-05-03T19:23:21.000,2016-05-03T19:23:21.000
Start,112312,Start,Start,Start,Fluxicon Disco,Variant 3,3,2016-04-21T19:44:34.000,2016-04-21T19:44:34.000
Traer informacion estudiante - banner,112312,1378,Traer informacion estudiante - banner,1378,Fluxicon Disco,Variant 3,3,2016-04-21T19:44:34.000,2016-04-21T19:44:34.000
Radicar Solicitud Homologacion,112312,1378,Radicar Solicitud Homologacion,1378,Fluxicon Disco,Variant 3,3,2016-04-21T19:44:35.000,2016-04-21T19:44:35.000
Validar solicitud,112312,19019,Validar solicitud,19019,Fluxicon Disco,Variant 3,3,2016-04-21T20:00:28.000,2016-04-21T19:50:49.000
Homologacion por grupo de cursos,112312,1007,Homologacion por grupo de cursos,1007,Fluxicon Disco,Variant 3,3,2016-04-23T00:28:12.000,2016-04-22T22:39:23.000
Revisar curso,112312,19019,Revisar curso,19019,Fluxicon Disco,Variant 3,3,2016-04-22T22:39:24.000,2016-04-22T22:39:24.000
Evaluacion curso,112312,163,Evaluacion curso,163,Fluxicon Disco,Variant 3,3,2016-04-22T23:39:53.000,2016-04-22T22:39:47.000
Validacion final,112312,19019,Validacion final,19019,Fluxicon Disco,Variant 3,3,2016-05-04T16:54:10.000,2016-05-04T16:45:57.000
Visto Bueno Cierre Proceso,112312,1007,Visto Bueno Cierre Proceso,1007,Fluxicon Disco,Variant 3,3,2016-05-05T17:39:44.000,2016-05-05T16:59:14.000
End,112312,End,End,End,Fluxicon Disco,Variant 3,3,2016-05-05T17:39:44.000,2016-05-05T17:39:44.000
Start,112351,Start,Start,Start,Fluxicon Disco,Variant 3,3,2016-04-21T14:25:43.000,2016-04-21T14:25:43.000
Traer informacion estudiante - banner,112351,19422,Traer informacion estudiante - banner,19422,Fluxicon Disco,Variant 3,3,2016-04-21T14:25:43.000,2016-04-21T14:25:43.000
Radicar Solicitud Homologacion,112351,19422,Radicar Solicitud Homologacion,19422,Fluxicon Disco,Variant 3,3,2016-04-21T14:42:58.000,2016-04-21T14:25:46.000
Validar solicitud,112351,659,Validar solicitud,659,Fluxicon Disco,Variant 3,3,2016-04-25T16:15:02.000,2016-04-25T16:12:52.000
Homologacion por grupo de cursos,112351,1422,Homologacion por grupo de cursos,1422,Fluxicon Disco,Variant 3,3,2016-04-25T18:31:52.000,2016-04-25T18:23:28.000
Revisar curso,112351,659,Revisar curso,659,Fluxicon Disco,Variant 3,3,2016-04-25T18:23:29.000,2016-04-25T18:23:29.000
Evaluacion curso,112351,659,Evaluacion curso,659,Fluxicon Disco,Variant 3,3,2016-04-25T18:28:29.000,2016-04-25T18:23:53.000
Validacion final,112351,659,Validacion final,659,Fluxicon Disco,Variant 3,3,2016-04-26T14:20:10.000,2016-04-26T14:20:10.000
Visto Bueno Cierre Proceso,112351,1422,Visto Bueno Cierre Proceso,1422,Fluxicon Disco,Variant 3,3,2016-04-26T14:24:32.000,2016-04-26T14:20:45.000
End,112351,End,End,End,Fluxicon Disco,Variant 3,3,2016-04-26T14:24:32.000,2016-04-26T14:24:32.000
Start,112354,Start,Start,Start,Fluxicon Disco,Variant 86,86,2016-04-21T15:06:01.000,2016-04-21T15:06:01.000
Traer informacion estudiante - banner,112354,22829,Traer informacion estudiante - banner,22829,Fluxicon Disco,Variant 86,86,2016-04-21T15:06:01.000,2016-04-21T15:06:01.000
Radicar Solicitud Homologacion,112354,22829,Radicar Solicitud Homologacion,22829,Fluxicon Disco,Variant 86,86,2016-04-21T15:06:04.000,2016-04-21T15:06:02.000
Validar solicitud,112354,22475,Validar solicitud,22475,Fluxicon Disco,Variant 86,86,2016-04-21T15:11:30.000,2016-04-21T15:09:02.000
Revisar curso,112354,26757,Revisar curso,26757,Fluxicon Disco,Variant 86,86,2016-04-21T17:38:20.000,2016-04-21T17:37:32.000
Homologacion por grupo de cursos,112354,1343,Homologacion por grupo de cursos,1343,Fluxicon Disco,Variant 86,86,2016-04-21T20:18:05.000,2016-04-21T17:37:32.000
Evaluacion curso,112354,26757,Evaluacion curso,26757,Fluxicon Disco,Variant 86,86,2016-04-21T18:26:17.000,2016-04-21T18:26:16.000
Validacion final,112354,22475,Validacion final,22475,Fluxicon Disco,Variant 86,86,2016-04-21T18:27:49.000,2016-04-21T18:27:26.000
Visto Bueno Cierre Proceso,112354,1343,Visto Bueno Cierre Proceso,1343,Fluxicon Disco,Variant 86,86,2016-04-21T21:29:52.000,2016-04-21T18:50:32.000
Transferir Creditos,112354,1343,Transferir Creditos,1343,Fluxicon Disco,Variant 86,86,2016-05-20T18:10:57.000,2016-05-20T18:10:57.000
Transferir creditos homologables,112354,1343,Transferir creditos homologables,1343,Fluxicon Disco,Variant 86,86,2016-05-20T18:10:57.000,2016-05-20T18:10:57.000
End,112354,End,End,End,Fluxicon Disco,Variant 86,86,2016-05-20T18:10:57.000,2016-05-20T18:10:57.000
Start,112357,Start,Start,Start,Fluxicon Disco,Variant 3,3,2016-04-21T15:37:06.000,2016-04-21T15:37:06.000
Traer informacion estudiante - banner,112357,2506,Traer informacion estudiante - banner,2506,Fluxicon Disco,Variant 3,3,2016-04-21T15:37:06.000,2016-04-21T15:37:06.000
Radicar Solicitud Homologacion,112357,2506,Radicar Solicitud Homologacion,2506,Fluxicon Disco,Variant 3,3,2016-04-21T15:37:16.000,2016-04-21T15:37:07.000
Validar solicitud,112357,1707,Validar solicitud,1707,Fluxicon Disco,Variant 3,3,2016-04-21T16:13:17.000,2016-04-21T15:46:16.000
Homologacion por grupo de cursos,112357,15930,Homologacion por grupo de cursos,15930,Fluxicon Disco,Variant 3,3,2016-04-26T22:35:31.000,2016-04-26T18:47:19.000
Revisar curso,112357,1707,Revisar curso,1707,Fluxicon Disco,Variant 3,3,2016-04-26T19:16:32.000,2016-04-26T18:47:20.000
Evaluacion curso,112357,7010,Evaluacion curso,7010,Fluxicon Disco,Variant 3,3,2016-05-02T18:55:14.000,2016-05-02T15:59:21.000
Validacion final,112357,1707,Validacion final,1707,Fluxicon Disco,Variant 3,3,2016-06-03T16:00:03.000,2016-06-03T15:52:24.000
Visto Bueno Cierre Proceso,112357,15930,Visto Bueno Cierre Proceso,15930,Fluxicon Disco,Variant 3,3,2016-06-07T15:47:32.000,2016-06-07T15:32:05.000
End,112357,End,End,End,Fluxicon Disco,Variant 3,3,2016-06-07T15:47:32.000,2016-06-07T15:47:32.000
Start,112360,Start,Start,Start,Fluxicon Disco,Variant 1,1,2016-04-21T15:53:19.000,2016-04-21T15:53:19.000
Traer informacion estudiante - banner,112360,2506,Traer informacion estudiante - banner,2506,Fluxicon Disco,Variant 1,1,2016-04-21T15:53:19.000,2016-04-21T15:53:19.000
Radicar Solicitud Homologacion,112360,2506,Radicar Solicitud Homologacion,2506,Fluxicon Disco,Variant 1,1,2016-04-21T15:53:35.000,2016-04-21T15:53:22.000
Cancelar Solicitud,112360,2506,Cancelar Solicitud,2506,Fluxicon Disco,Variant 1,1,2016-04-21T17:06:04.000,2016-04-21T16:07:12.000
Notificacion estudiante cancelacion soli,112360,2506,Notificacion estudiante cancelacion soli,2506,Fluxicon Disco,Variant 1,1,2016-05-02T19:25:57.000,2016-05-02T19:25:57.000
End,112360,End,End,End,Fluxicon Disco,Variant 1,1,2016-05-02T19:25:57.000,2016-05-02T19:25:57.000
Start,112361,Start,Start,Start,Fluxicon Disco,Variant 3,3,2016-04-21T16:10:39.000,2016-04-21T16:10:39.000
Traer informacion estudiante - banner,112361,2506,Traer informacion estudiante - banner,2506,Fluxicon Disco,Variant 3,3,2016-04-21T16:10:39.000,2016-04-21T16:10:39.000
Radicar Solicitud Homologacion,112361,2506,Radicar Solicitud Homologacion,2506,Fluxicon Disco,Variant 3,3,2016-04-21T16:10:42.000,2016-04-21T16:10:40.000
Validar solicitud,112361,1707,Validar solicitud,1707,Fluxicon Disco,Variant 3,3,2016-04-21T16:40:04.000,2016-04-21T16:13:30.000
Homologacion por grupo de cursos,112361,15930,Homologacion por grupo de cursos,15930,Fluxicon Disco,Variant 3,3,2016-04-26T22:36:38.000,2016-04-26T18:48:27.000
Revisar curso,112361,1707,Revisar curso,1707,Fluxicon Disco,Variant 3,3,2016-04-26T19:17:38.000,2016-04-26T18:48:27.000
Evaluacion curso,112361,7010,Evaluacion curso,7010,Fluxicon Disco,Variant 3,3,2016-05-02T18:55:36.000,2016-05-02T15:59:40.000
Validacion final,112361,1707,Validacion final,1707,Fluxicon Disco,Variant 3,3,2016-06-03T16:04:08.000,2016-06-03T15:56:34.000
Visto Bueno Cierre Proceso,112361,15930,Visto Bueno Cierre Proceso,15930,Fluxicon Disco,Variant 3,3,2016-06-07T15:46:31.000,2016-06-07T15:31:03.000
End,112361,End,End,End,Fluxicon Disco,Variant 3,3,2016-06-07T15:46:31.000,2016-06-07T15:46:31.000
Start,112363,Start,Start,Start,Fluxicon Disco,Variant 3,3,2016-04-21T16:44:23.000,2016-04-21T16:44:23.000
Traer informacion estudiante - banner,112363,15323,Traer informacion estudiante - banner,15323,Fluxicon Disco,Variant 3,3,2016-04-21T16:44:23.000,2016-04-21T16:44:23.000
Radicar Solicitud Homologacion,112363,15323,Radicar Solicitud Homologacion,15323,Fluxicon Disco,Variant 3,3,2016-04-21T16:44:37.000,2016-04-21T16:44:24.000
Validar solicitud,112363,18929,Validar solicitud,18929,Fluxicon Disco,Variant 3,3,2016-04-21T17:03:58.000,2016-04-21T16:58:17.000
Homologacion por grupo de cursos,112363,957,Homologacion por grupo de cursos,957,Fluxicon Disco,Variant 3,3,2016-04-22T04:22:09.000,2016-04-22T00:39:48.000
Revisar curso,112363,18929,Revisar curso,18929,Fluxicon Disco,Variant 3,3,2016-04-22T02:52:08.000,2016-04-22T00:39:48.000
Evaluacion curso,112363,26762,Evaluacion curso,26762,Fluxicon Disco,Variant 3,3,2016-05-17T20:02:26.000,2016-05-17T19:53:59.000
Validacion final,112363,18929,Validacion final,18929,Fluxicon Disco,Variant 3,3,2016-05-18T21:37:14.000,2016-05-18T21:27:32.000
Visto Bueno Cierre Proceso,112363,957,Visto Bueno Cierre Proceso,957,Fluxicon Disco,Variant 3,3,2016-05-20T00:21:25.000,2016-05-19T23:09:34.000
End,112363,End,End,End,Fluxicon Disco,Variant 3,3,2016-05-20T00:21:25.000,2016-05-20T00:21:25.000
Start,112401,Start,Start,Start,Fluxicon Disco,Variant 20,20,2016-04-21T19:05:47.000,2016-04-21T19:05:47.000
Traer informacion estudiante - banner,112401,6260,Traer informacion estudiante - banner,6260,Fluxicon Disco,Variant 20,20,2016-04-21T19:05:47.000,2016-04-21T19:05:47.000
Radicar Solicitud Homologacion,112401,6260,Radicar Solicitud Homologacion,6260,Fluxicon Disco,Variant 20,20,2016-04-21T19:05:48.000,2016-04-21T19:05:48.000
Validar solicitud,112401,677,Validar solicitud,677,Fluxicon Disco,Variant 20,20,2016-04-21T19:52:47.000,2016-04-21T19:29:04.000
Homologacion por grupo de cursos,112401,3445,Homologacion por grupo de cursos,3445,Fluxicon Disco,Variant 20,20,2016-04-26T22:28:41.000,2016-04-26T18:43:12.000
Revisar curso,112401,677,Revisar curso,677,Fluxicon Disco,Variant 20,20,2016-04-26T18:43:12.000,2016-04-26T18:43:12.000
Evaluacion curso,112401,7304,Evaluacion curso,7304,Fluxicon Disco,Variant 20,20,2016-04-26T22:20:21.000,2016-04-26T18:44:06.000
Validacion final,112401,677,Validacion final,677,Fluxicon Disco,Variant 20,20,2016-06-07T20:32:55.000,2016-06-07T20:24:21.000
Visto Bueno Cierre Proceso,112401,3445,Visto Bueno Cierre Proceso,3445,Fluxicon Disco,Variant 20,20,2016-06-08T21:34:55.000,2016-06-08T21:34:17.000
Transferir Creditos,112401,3445,Transferir Creditos,3445,Fluxicon Disco,Variant 20,20,2016-06-08T22:12:44.000,2016-06-08T22:12:44.000
Transferir creditos homologables,112401,3445,Transferir creditos homologables,3445,Fluxicon Disco,Variant 20,20,2016-06-08T22:12:45.000,2016-06-08T22:12:45.000
Transferir creditos homologables,112401,3445,Transferir creditos homologables,3445,Fluxicon Disco,Variant 20,20,2016-06-08T22:12:45.000,2016-06-08T22:12:45.000
End,112401,End,End,End,Fluxicon Disco,Variant 20,20,2016-06-08T22:12:45.000,2016-06-08T22:12:45.000
Start,112451,Start,Start,Start,Fluxicon Disco,Variant 2,2,2016-04-21T22:59:55.000,2016-04-21T22:59:55.000
Traer informacion estudiante - banner,112451,15356,Traer informacion estudiante - banner,15356,Fluxicon Disco,Variant 2,2,2016-04-21T22:59:55.000,2016-04-21T22:59:55.000
Radicar Solicitud Homologacion,112451,15356,Radicar Solicitud Homologacion,15356,Fluxicon Disco,Variant 2,2,2016-04-21T23:00:18.000,2016-04-21T23:00:02.000
Validar solicitud,112451,18929,Validar solicitud,18929,Fluxicon Disco,Variant 2,2,2016-04-22T01:30:13.000,2016-04-21T23:16:30.000
Homologacion por grupo de cursos,112451,18929,Homologacion por grupo de cursos,18929,Fluxicon Disco,Variant 2,2,2016-05-17T20:55:15.000,2016-05-17T20:55:15.000
End,112451,End,End,End,Fluxicon Disco,Variant 2,2,2016-05-17T20:55:15.000,2016-05-17T20:55:15.000
Start,112501,Start,Start,Start,Fluxicon Disco,Variant 87,87,2016-04-21T21:00:24.000,2016-04-21T21:00:24.000
Traer informacion estudiante - banner,112501,11568,Traer informacion estudiante - banner,11568,Fluxicon Disco,Variant 87,87,2016-04-21T21:00:24.000,2016-04-21T21:00:24.000
Radicar Solicitud Homologacion,112501,11568,Radicar Solicitud Homologacion,11568,Fluxicon Disco,Variant 87,87,2016-04-21T21:00:53.000,2016-04-21T21:00:26.000
Validar solicitud,112501,7320,Validar solicitud,7320,Fluxicon Disco,Variant 87,87,2016-04-21T21:39:10.000,2016-04-21T21:27:38.000
Recepcion de documentos,112501,26789,Recepcion de documentos,26789,Fluxicon Disco,Variant 87,87,2016-04-24T21:36:28.000,2016-04-24T17:43:32.000
Homologacion por grupo de cursos,112501,6952,Homologacion por grupo de cursos,6952,Fluxicon Disco,Variant 87,87,2016-04-24T22:52:30.000,2016-04-24T17:43:33.000
